NUM_ORIGIN,NUM_SUB,AREA_ORIGIN,AREA_SUB,AREA_SUB_ORIGINAL,COMPRIMENTO_ORIGIN,COMPRIMENTO_SUB,LARGURA_ORIGIN,LARGURA_SUB,ALTURA_ORIGIN,ALTURA_SUB,CIRCULARIDADE_SUB,QTD_REGIOES_ESCURO,QTD_REGIOES_CINZA,QTD_REGIOES_CLARO,QTD_REGIOES_IGUAIS,QTD_REGIOES_INDEFINIDO,MEDIA_REGIAO_P,MEDIA_REGIAO_N,MEDIA_REGIAO_S,MEDIA_REGIAO_L,MEDIA_REGIAO_O,MEDIA_REGIAO_NO,MEDIA_REGIAO_NL,MEDIA_REGIAO_SO,MEDIA_REGIAO_SL,QTD_REGIOES
7,12,131072,124,99.9053955078125,1024,31,512,31,256,4,0.10406006969284248,0,9,0,0,0,0.5887096774193549,0.9516129032258065,0.7741935483870968,0.8333333333333334,0.9166666666666666,0.6666666666666666,1.0,0.5,0.7666666666666667,9
7,13,131072,10,99.99237060546875,1024,10,512,10,256,1,0.25963575649502424,0,3,0,6,0,0.9,0,0,1.0,1.0,0,0,0,0,3
7,14,131072,272,99.79248046875,1024,34,512,34,256,8,0.30603216258857674,0,3,6,0,0,0.7022058823529411,0.5882352941176471,0.5367647058823529,0.5514705882352942,0.6691176470588235,0.7352941176470589,0.6029411764705882,0.5,0.6764705882352942,6
7,15,131072,264,99.798583984375,1024,22,512,22,256,12,0.7174571458025133,0,9,0,0,0,0.9204545454545454,0.803030303030303,0.8484848484848485,0.7954545454545454,0.946969696969697,0.803030303030303,0.9848484848484849,1.0,0.7121212121212122,9
7,16,131072,264,99.798583984375,1024,24,512,24,256,11,0.6770452739164942,0,9,0,0,0,875,0.9416666666666667,1.0,0.9848484848484849,0.8257575757575758,0.9166666666666666,1.0,0.9833333333333333,0.9333333333333333,9
7,17,131072,145,99.88937377929688,1024,29,512,29,256,5,0.20061332224787204,0,9,0,0,0,0.7724137931034483,0.9310344827586207,0.8448275862068966,1.0,0.9571428571428572,1.0,0.9642857142857143,0.8928571428571429,0.9285714285714286,9
7,18,131072,1075,99.17984008789062,1024,43,512,43,256,25,0.7188234630838587,1,4,4,0,0,0.5079069767441861,0.6337209302325582,0.7810077519379846,0.5638095238095238,0.571764705882353,0.5392156862745098,0.5992063492063492,0.6078431372549019,0.7142857142857143,4
7,19,131072,27,99.97940063476562,1024,9,512,9,256,3,0.425869894333959,0,9,0,0,0,1.0,0.8888888888888888,0.7777777777777778,0.9166666666666666,0.9166666666666666,0.75,1.0,0.75,1.0,9
7,20,131072,171,99.86953735351562,1024,19,512,19,256,9,0.5151851384554611,0,9,0,0,0,0.8304093567251462,0.9473684210526315,0.9342105263157895,0.9012345679012346,0.7407407407407407,0.8611111111111112,0.8333333333333334,0.5555555555555556,1.0,9
7,21,131072,560,99.57275390625,1024,35,512,35,256,16,0.37699979643707654,0,9,0,0,0,0.9464285714285714,0.8857142857142857,0.8714285714285714,0.9705882352941176,0.8308823529411765,0.9044117647058824,0.9044117647058824,0.8088235294117647,0.9852941176470589,9
7,22,131072,1012,99.2279052734375,1024,44,512,44,256,23,0.6301701822459727,0,5,4,0,0,0.5276679841897233,0.6900826446280992,0.5247933884297521,0.733201581027668,0.6067193675889329,0.5289256198347108,0.5826446280991735,0.6694214876033058,0.6239669421487604,5
7,23,131072,19,99.98550415039062,1024,19,512,19,256,1,0.14922565104551516,0,2,0,7,0,0.631578947368421,0,0,1.0,0,0,0,0,0,2
7,24,131072,1472,98.876953125,1024,46,512,46,256,32,0.6528956971304741,1,8,0,0,0,0.8851902173913043,0.9211956521739131,0.5190217391304348,0.9171195652173914,0.873641304347826,0.9211956521739131,0.9891304347826086,0.8532608695652174,0.8559782608695652,8
7,25,131072,630,99.51934814453125,1024,30,512,30,256,21,0.5752825125277369,0,9,0,0,0,0.9158730158730158,0.9933333333333333,0.8233333333333334,0.9174603174603174,0.9555555555555556,1.0,0.8733333333333333,0.9533333333333334,0.9533333333333334,9
7,26,131072,1537,98.82736206054688,1024,53,512,53,256,29,0.6434489351500128,0,9,0,0,0,0.9323357189329864,0.977088948787062,0.9460916442048517,0.896551724137931,0.9084880636604774,0.9835164835164835,0.967032967032967,0.8186813186813187,0.9697802197802198,9
7,27,131072,1537,98.82736206054688,1024,53,512,53,256,29,0.5412207909343822,0,9,0,0,0,0.878334417696812,0.9097035040431267,0.8530997304582211,0.9270557029177718,0.9005305039787799,0.8983516483516484,0.9587912087912088,0.945054945054945,0.8846153846153846,9
7,28,131072,105,99.91989135742188,1024,35,512,35,256,3,0.1627050165128996,0,3,3,3,0,0.5619047619047619,0.6,0.6,0.6470588235294118,0,0,0.5882352941176471,0,0.5882352941176471,3
7,29,131072,575,99.56130981445312,1024,25,512,25,256,23,0.7801213643978401,0,9,0,0,0,0.9060869565217391,0.850909090909091,0.9127272727272727,0.855072463768116,0.7862318840579711,0.8560606060606061,0.8939393939393939,0.9545454545454546,0.9772727272727273,9
7,30,131072,374,99.71466064453125,1024,34,512,34,256,11,0.5802250135518927,0,9,0,0,0,0.9518716577540107,0.9941176470588236,0.9294117647058824,0.8128342245989305,0.9786096256684492,0.9764705882352941,0.9294117647058824,0.9882352941176471,0.9647058823529412,9
7,31,131072,187,99.85733032226562,1024,17,512,17,256,11,0.7493339620169532,0,5,4,0,0,0.5133689839572193,0.5058823529411764,0.5176470588235295,0.6704545454545454,0.9090909090909091,725,0.55,0.65,575,5
7,32,131072,187,99.85733032226562,1024,17,512,17,256,11,0.7493339620169532,0,5,4,0,0,0.5133689839572193,0.5058823529411764,0.5176470588235295,0.6704545454545454,0.9090909090909091,725,0.55,0.65,575,5
7,33,131072,240,99.81689453125,1024,20,512,20,256,12,0.7363107781851077,0,9,0,0,0,775,0.8416666666666667,0.7333333333333333,875,775,0.9,0.9666666666666667,0.8,0.7666666666666667,9
7,34,131072,240,99.81689453125,1024,20,512,20,256,12,0.7363107781851077,0,9,0,0,0,775,0.8416666666666667,0.7333333333333333,875,775,0.9,0.9666666666666667,0.8,0.7666666666666667,9
7,,,,,,,,,,,,,,,,,,,,,,,,,,
